version,device name,recording epoch time,recording time,recording timezone,platform,appVersion,device id,sensors,sampleRateMs,standardisation,platform version,fusion
3,iPhone 14 Pro,1772643958707,2026-03-04_17-05-58,Africa/Kigali,ios,1.54,dd48b914-c012-420c-838c-759ce0a0e863,Accelerometer|Gyroscope|Annotation|GyroscopeUncalibrated|AccelerometerUncalibrated,10|10||10|10,false,26.2.1,system
