time,seconds_elapsed_x,acc_x,acc_y,acc_z,seconds_elapsed_y,gyro_x,gyro_y,gyro_z,member,activity,trial,session_id
1772649851421305000,0.06530517578125,-0.2810541989132761,-0.063439914253354,0.1518868439912795,0.06530517578125,0.0085483686998486,-0.0710449293255806,-0.0066680298186838,best,jumping,06-2026-03-04,best_jumping_06-2026-03-04_18-44-11
1772649851431346200,0.07534619140625,-0.3236346458155661,-0.0298895268291234,0.1832698242485523,0.07534619140625,-0.0029716384597122,-0.0495428927242755,-0.0126469377428293,best,jumping,06-2026-03-04,best_jumping_06-2026-03-04_18-44-11
1772649851441388000,0.085387939453125,-0.2866883323427289,0.0070785600841045,0.229473941540718,0.085387939453125,-0.0217711590230464,-0.017923979088664,-0.0062028868123888,best,jumping,06-2026-03-04,best_jumping_06-2026-03-04_18-44-11
1772649851451429000,0.09542919921875,-0.1561090647961944,-0.0251782803982496,0.2008206785082817,0.09542919921875,-0.0320057906210422,0.0072633922100067,0.0074416822753846,best,jumping,06-2026-03-04,best_jumping_06-2026-03-04_18-44-11
1772649851461470500,0.105470458984375,-0.0761105952560901,-0.0263256968677043,0.1331686995178461,0.105470458984375,-0.0407140627503395,0.0153522109612822,0.0175078976899385,best,jumping,06-2026-03-04,best_jumping_06-2026-03-04_18-44-11
1772649851471511300,0.11551123046875,-0.0493496487762779,0.0031926585614681,0.1037754317730665,0.11551123046875,-0.0521857999265193,0.018499469384551,0.0287358853965997,best,jumping,06-2026-03-04,best_jumping_06-2026-03-04_18-44-11
1772649851481553400,0.125553466796875,-0.0085650723148137,0.0459755692332983,0.1196805646523833,0.125553466796875,-0.064947672188282,0.0174017138779163,0.0328712426126003,best,jumping,06-2026-03-04,best_jumping_06-2026-03-04_18-44-11
1772649851491594200,0.13559423828125,0.0373069634787738,0.0079699559658765,0.1554804845690727,0.13559423828125,-0.0765293836593627,0.0235848426818847,0.0378036350011825,best,jumping,06-2026-03-04,best_jumping_06-2026-03-04_18-44-11
1772649851501635300,0.14563525390625,0.1611975470416247,-0.0382598802894353,0.155254274597764,0.14563525390625,-0.0776124894618988,0.0321176126599311,0.0479316376149654,best,jumping,06-2026-03-04,best_jumping_06-2026-03-04_18-44-11
1772649851511676400,0.155676513671875,0.3362610492851585,-0.035071313381195,-0.0114841015666723,0.155676513671875,-0.0620954558253288,0.0491489917039871,0.0640611499547958,best,jumping,06-2026-03-04,best_jumping_06-2026-03-04_18-44-11
1772649851521717200,0.16571728515625,0.5357523058205843,0.009158873489499,-0.1431765910521149,0.16571728515625,-0.0563025474548339,0.058902021497488,0.0753140747547149,best,jumping,06-2026-03-04,best_jumping_06-2026-03-04_18-44-11
1772649851531759400,0.17575927734375,0.6366505016569047,0.015720131701231,-0.0462125928595662,0.17575927734375,-0.0670439079403877,0.0642166286706924,0.0814952924847602,best,jumping,06-2026-03-04,best_jumping_06-2026-03-04_18-44-11
1772649851541800200,0.18580029296875,0.7409939425762743,-0.1308528237909078,0.1250581660374999,0.18580029296875,-0.0973506867885589,0.0530720949172973,0.085369661450386,best,jumping,06-2026-03-04,best_jumping_06-2026-03-04_18-44-11
