time,seconds_elapsed,z,y,x
1772651324438381600,0.251381591796875,0.001731053227558732,-0.0013315794058144093,0.0023968429304659367
1772651324448380700,0.261380615234375,-0.0009321055840700865,-0.0013315794058144093,0.0007989476434886456
1772651324458379800,0.2713798828125,-0.0009321055840700865,-0.0013315794058144093,0.0013315794058144093
1772651324468379000,0.28137890625,0.0006657897029072046,-0.0007989476434886456,0.0007989476434886456
1772651324478378000,0.2913779296875,0.0006657897029072046,-0.0013315794058144093,0.001864211168140173
1772651324488377300,0.30137744140625,0.00013315794058144093,0.0013315794058144093,-0.001864211168140173
1772651324498376400,0.31137646484375,0.00013315794058144093,0.0007989476434886456,0.00026631588116288185
1772651324508375600,0.32137548828125,0.0011984214652329683,0.00026631588116288185,-0.00026631588116288185
1772651324518374700,0.331374755859375,0.0006657897029072046,0.0013315794058144093,-0.00026631588116288185
1772651324528373800,0.341373779296875,0.00013315794058144093,0.0013315794058144093,-0.0013315794058144093
1772651324538373000,0.351373046875,0.0006657897029072046,-0.003462106455117464,0.0007989476434886456
1772651324548372200,0.361372314453125,-0.0003994738217443228,0.0013315794058144093,0.00026631588116288185
1772651324558371300,0.371371337890625,0.0006657897029072046,-0.0013315794058144093,-0.0007989476434886456
1772651324568370400,0.381370361328125,0.0011984214652329683,0.0007989476434886456,-0.0007989476434886456
1772651324578369500,0.39136962890625,0.0006657897029072046,0.0007989476434886456,0.0007989476434886456
1772651324588368600,0.40136865234375,-0.0014647373463958502,0.0013315794058144093,-0.00026631588116288185
1772651324598367700,0.41136767578125,-0.0009321055840700865,-0.0013315794058144093,-0.0007989476434886456
1772651324608367000,0.4213671875,0.00013315794058144093,-0.0007989476434886456,-0.00026631588116288185
1772651324618366200,0.4313662109375,0.0006657897029072046,0.00026631588116288185,-0.00026631588116288185
1772651324628365300,0.441365234375,0.0011984214652329683,-0.0029294746927917004,0.0007989476434886456
1772651324638364400,0.451364501953125,-0.0009321055840700865,-0.00026631588116288185,0.0007989476434886456
1772651324648363500,0.461363525390625,-0.0003994738217443228,-0.0007989476434886456,0.0007989476434886456
1772651324658362600,0.471362548828125,0.0011984214652329683,0.0007989476434886456,-0.0013315794058144093
1772651324668362000,0.481362060546875,-0.0003994738217443228,-0.0007989476434886456,0.0013315794058144093
1772651324678361000,0.491361083984375,0.00013315794058144093,0.0023968429304659367,-0.0023968429304659367
1772651324688360200,0.501360107421875,-0.0003994738217443228,-0.0007989476434886456,0.0013315794058144093
1772651324698359300,0.511359375,0.0006657897029072046,-0.00026631588116288185,-0.00026631588116288185
1772651324708358400,0.5213583984375,-0.0009321055840700865,-0.00026631588116288185,0.00026631588116288185
1772651324718357500,0.531357421875,-0.0014647373463958502,0.0007989476434886456,-0.0023968429304659367
1772651324728356900,0.54135693359375,0.0006657897029072046,0.0007989476434886456,0.00026631588116288185
1772651324738356000,0.55135595703125,0.0006657897029072046,-0.0013315794058144093,0.0023968429304659367
1772651324748355000,0.56135498046875,-0.0003994738217443228,0.0007989476434886456,0.00026631588116288185
1772651324758356000,0.57135595703125,0.001731053227558732,0.00026631588116288185,0.0023968429304659367
1772651324768358100,0.581358154296875,-0.0014647373463958502,-0.00026631588116288185,0.0013315794058144093
1772651324778360000,0.591360107421875,-0.0003994738217443228,-0.0007989476434886456,-0.00026631588116288185
1772651324788362000,0.601362060546875,0.0006657897029072046,0.00026631588116288185,-0.0013315794058144093
1772651324798364000,0.611364013671875,-0.0003994738217443228,-0.00026631588116288185,0.0013315794058144093
1772651324808365800,0.62136572265625,-0.0003994738217443228,0.00026631588116288185,-0.0007989476434886456
1772651324818367700,0.63136767578125,0.0011984214652329683,-0.0007989476434886456,0.00026631588116288185
1772651324828370000,0.641369873046875,0.0006657897029072046,-0.0013315794058144093,-0.00026631588116288185
1772651324838371800,0.651371826171875,0.00013315794058144093,0.0007989476434886456,0.00026631588116288185
1772651324848373800,0.661373779296875,-0.0003994738217443228,0.00026631588116288185,-0.00026631588116288185
1772651324858375700,0.671375732421875,0.0022636849898844957,0.0007989476434886456,0.00026631588116288185
1772651324868377600,0.681377685546875,0.00013315794058144093,-0.0007989476434886456,-0.00026631588116288185
1772651324878379500,0.691379638671875,0.0006657897029072046,0.00026631588116288185,0.00026631588116288185
1772651324888381700,0.701381591796875,-0.0003994738217443228,-0.00026631588116288185,0.0013315794058144093
1772651324898383600,0.711383544921875,0.0006657897029072046,-0.00026631588116288185,-0.0007989476434886456
1772651324908385500,0.721385498046875,0.0011984214652329683,-0.0007989476434886456,0.00026631588116288185
1772651324918387500,0.731387451171875,0.0006657897029072046,-0.00026631588116288185,-0.00026631588116288185
1772651324928389400,0.741389404296875,0.0022636849898844957,-0.001864211168140173,0.00026631588116288185
1772651324938391300,0.751391357421875,0.00013315794058144093,-0.00026631588116288185,-0.00026631588116288185
1772651324948393500,0.7613935546875,-0.0009321055840700865,-0.0007989476434886456,-0.00026631588116288185
1772651324958395400,0.7713955078125,0.00013315794058144093,-0.0007989476434886456,-0.0007989476434886456
1772651324968397300,0.781397216796875,0.0006657897029072046,0.00026631588116288185,-0.0007989476434886456
1772651324978399200,0.791399169921875,0.00013315794058144093,-0.0007989476434886456,-0.00026631588116288185
