time,seconds_elapsed,z,y,x
1772649721036554200,0.02655419921875,-0.14393337070941925,0.009133991785347462,-0.026674404740333557
1772649721046595300,0.03659521484375,-0.09563413262367249,-0.02244262397289276,-0.037245798856019974
1772649721056636400,0.046636474609375,0.009905073791742325,-0.05186895653605461,-0.09422892332077026
1772649721066677200,0.05667724609375,0.1478085070848465,-0.0474553219974041,-0.19233910739421844
1772649721076719400,0.06671923828125,0.2777097821235657,-0.029808418825268745,-0.3027569651603699
1772649721086760200,0.07676025390625,0.32941141724586487,0.0162563007324934,-0.4121871888637543
1772649721096801300,0.08680126953125,0.30386078357696533,0.05008510500192642,-0.5278916358947754
1772649721106842400,0.09684228515625,0.21363945305347443,-0.08679305762052536,-0.6526954770088196
1772649721116883200,0.10688330078125,0.09669153392314911,-0.20442195236682892,-0.6693165302276611
1772649721126924300,0.11692431640625,-0.06048375740647316,-0.16570013761520386,-0.6639372110366821
1772649721136966100,0.126966064453125,-0.0873744934797287,-0.2085956633090973,-0.6093447804450989
1772649721147007200,0.13700732421875,-0.05867614224553108,-0.14129312336444855,-0.4899618327617645
1772649721157048300,0.14704833984375,-0.1935679167509079,0.03359241038560867,-0.5045165419578552
1772649721167089200,0.157089111328125,-0.3792116343975067,0.09849876910448074,-0.6949905157089233
1772649721177130200,0.167130126953125,-0.47896111011505127,-0.004350647795945406,-0.9374497532844543
1772649721187171300,0.17717138671875,-0.39224469661712646,-0.15803059935569763,-1.0327001810073853
1772649721197213400,0.18721337890625,-0.24168793857097626,-0.2900211215019226,-0.8918657898902893
1772649721207254500,0.197254638671875,-0.12816016376018524,-0.4512169063091278,-0.6130994558334351
1772649721217295400,0.20729541015625,-0.028359543532133102,-0.6148737668991089,-0.3213791847229004
1772649721227336400,0.21733642578125,0.0687636062502861,-0.688796877861023,-0.022350696846842766
1772649721237377300,0.227377197265625,0.12906982004642487,-0.6368569731712341,0.2694936990737915
1772649721247419400,0.23741943359375,0.12813682854175568,-0.4824364185333252,0.48853814601898193
1772649721257460500,0.24746044921875,0.09019849449396133,-0.3680773675441742,0.6289815902709961
1772649721267501300,0.257501220703125,0.1074952781200409,-0.3256096839904785,0.775837779045105
1772649721277542400,0.26754248046875,0.17710338532924652,-0.23841619491577148,0.8979935646057129
1772649721287583200,0.277583251953125,0.24981200695037842,-0.16016121208667755,0.9393253326416016
1772649721297624300,0.287624267578125,0.35882318019866943,-0.18484339118003845,0.8883612155914307
1772649721307666400,0.29766650390625,0.4696715772151947,-0.2432355433702469,0.7887951135635376
1772649721317707500,0.30770751953125,0.548888087272644,-0.31333765387535095,0.6713723540306091
1772649721327748600,0.31774853515625,0.49908316135406494,-0.3725075423717499,0.5397826433181763
1772649721337789400,0.32778955078125,0.3034835755825043,-0.4486270844936371,0.3756280541419983
1772649721347830500,0.33783056640625,-0.01696590892970562,-0.5105265974998474,0.1850513517856598
1772649721357871600,0.34787158203125,-0.37878191471099854,-0.5934566259384155,-0.04845967888832092
1772649721367913500,0.35791357421875,-0.654159665107727,-0.7155044078826904,-0.36403435468673706
1772649721377954600,0.36795458984375,-0.8328356742858887,-0.7014396786689758,-0.69691002368927
1772649721387995400,0.377995361328125,-0.9310752749443054,-0.4871000051498413,-0.9317314624786377
1772649721398036500,0.388036376953125,-0.9298036098480225,-0.2698664665222168,-0.9989089369773865
1772649721408077600,0.39807763671875,-0.7638884782791138,-0.17786705493927002,-0.796133816242218
1772649721418118400,0.408118408203125,-0.4168221354484558,0.09589872509241104,-0.3338484764099121
1772649721428160500,0.418160400390625,-0.01598125882446766,0.46410617232322693,0.18041174113750458
1772649721438201300,0.428201416015625,0.22900240123271942,0.8345851898193359,0.46033501625061035
1772649721448242400,0.438242431640625,0.3273370862007141,1.069236159324646,0.4844411313533783
1772649721458283500,0.448283447265625,0.37024539709091187,1.1063024997711182,0.3367752432823181
1772649721468324400,0.458324462890625,0.38525548577308655,1.0265734195709229,0.17732630670070648
1772649721478365400,0.468365478515625,0.36258664727211,0.9693275094032288,0.04068936035037041
1772649721488407300,0.4784072265625,0.29620295763015747,0.8648217916488647,-0.056912895292043686
1772649721498448400,0.488448486328125,0.2310609668493271,0.7181463241577148,-0.10605460405349731
1772649721508489500,0.498489501953125,0.18501009047031403,0.5949515700340271,-0.10294049978256226
1772649721518530300,0.5085302734375,0.16695678234100342,0.5178852677345276,-0.06820009648799896
1772649721528571400,0.5185712890625,0.14382852613925934,0.4944571554660797,-0.026077106595039368
1772649721538613500,0.528613525390625,0.08658336102962494,0.4993877112865448,0.012141117826104164
1772649721548654600,0.538654541015625,-0.03927307575941086,0.5117626786231995,0.024710405617952347
1772649721558695700,0.54869580078125,-0.23301059007644653,0.5150184035301208,-0.06212089583277702
1772649721568736500,0.558736572265625,-0.4593788981437683,0.433581680059433,-0.2988341152667999
1772649721578777600,0.568777587890625,-0.5487790703773499,0.3770957887172699,-0.5173065066337585
